fin_year,month,state_code,state_name,district_code,district_name,Approved_Labour_Budget,Average_Wage_rate_per_day_per_person,Average_days_of_employment_provided_per_Household,Differently_abled_persons_worked,Material_and_skilled_Wages,Number_of_Completed_Works,Number_of_GPs_with_NIL_exp,Number_of_Ongoing_Works,Persondays_of_Central_Liability_so_far,SC_persondays,SC_workers_against_active_workers,ST_persondays,ST_workers_against_active_workers,Total_Adm_Expenditure,Total_Exp,Total_Households_Worked,Total_Individuals_Worked,Total_No_of_Active_Job_Cards,Total_No_of_Active_Workers,Total_No_of_HHs_completed_100_Days_of_Wage_Employment,Total_No_of_JobCards_issued,Total_No_of_Workers,Total_No_of_Works_Takenup,Wages,Women_Persondays,percent_of_Category_B_Works,percent_of_Expenditure_on_Agriculture_Allied_Works,percent_of_NRM_Expenditure,percentage_payments_gererated_within_15_days,Remarks
2024-2025,Sep,18,MAHARASHTRA,1820,Dharashiv,984053,280.606353196523,41,154,275.11006371,2091,48,25335,1777979,105788,24708,6833,1149,73.83585,5338.06794621,42765,66320,77186,198751,3362,326583,707139,27426,4989.1220325,671565,81,56.22,0.11,108.78,
2024-2025,Sep,18,MAHARASHTRA,1823,AKOLA,699844,292.704262656733,28,1745,118.903125779,2410,7,26399,1153635,175041,34984,59386,9979,166.87775,3662.519696279,40599,57958,85587,196674,1748,289361,559769,28809,3376.7388205,413108,91,38.85,5.39,108.44,
2024-2025,Sep,18,MAHARASHTRA,1826,WARDHA,773662,301.518002209253,45,229,211.469396742,1194,14,14302,1130699,78946,15169,77279,13262,190.54838,3811.278812542,24756,39582,53455,130799,2242,220974,407814,15496,3409.2610358,418932,89,79.08,0.18,104.31,
2024-2025,Sep,18,MAHARASHTRA,1831,NANDURBAR,683880,292.725114909392,28,89,226.4132926,6048,10,42658,1292105,34068,10954,995046,284564,214.86151,4223.5906486,45680,66174,143464,345445,863,528153,1077252,48706,3782.315846,531778,79,47.16,1.73,102.55,
2024-2025,Sep,18,MAHARASHTRA,1835,PALGHAR,2501779,271.741618928299,35,714,615.525659414,7633,25,32551,2374540,8199,1719,2203077,330949,377.32886,7445.46795751402,66407,122195,123817,368875,3602,308501,724984,40184,6452.61343810002,1353456,82,15.46,15.79,101.74,
2024-2025,Aug,18,MAHARASHTRA,1809,AHMEDNAGAR,917771,327.332886528868,29,92,717.837328109001,3224,73,39766,1123907,63916,31790,43382,24574,115.71484,4512.469393109,38505,63068,145108,419065,1222,767241,1899215,42990,3678.917225,447138,91,70.99,0.13,104.67,
2024-2025,Aug,18,MAHARASHTRA,1811,SATARA,328667,305.994871931592,32,85,81.364896008,1596,409,15440,506370,15551,10921,899,855,32.05665,1662.887779008,15492,23084,65021,145385,758,405198,763476,17036,1549.466233,199638,88,67.69,0.33,103.55,
2024-2025,Aug,18,MAHARASHTRA,1824,AMRAVATI,3497861,290.005916847824,57,923,2648.534364699,5599,10,45329,5014469,449952,53150,1734321,137513,203.26257,17394.0537331989,87695,165279,187325,525219,14505,470178,1056093,50928,14542.2567984999,2127004,78,37.5,19.36,130.75,
2024-2025,Aug,18,MAHARASHTRA,1832,WASHIM,1602891,299.687238414762,37,492,125.06903992,1695,2,26449,2002980,132480,19338,55775,6971,129.39513,6257.13961792,54010,84819,82286,195412,1947,278812,554598,28144,6002.675448,798880,91,64.68,25.11,99.75,
2024-2025,Aug,18,MAHARASHTRA,1835,PALGHAR,2355566,271.363436446035,35,693,581.805069414,6857,26,32819,2298165,7611,1697,2135107,330448,355.69929,7173.88387861401,65315,120254,123454,368228,3354,306965,722945,39676,6236.37951920001,1319627,82,17.52,20.46,101.61,
2024-2025,Aug,18,MAHARASHTRA,1802,THANE,202470,291.91899533654,29,30,55.2298602,2246,29,10544,272330,8170,3353,77417,31751,5.4996,855.7124602,9283,15520,28121,91236,287,136955,325020,12790,794.983,113626,94,50.71,1.71,102.69,
2024-2025,Aug,18,MAHARASHTRA,1803,RAIGAD,79326,312.17312451344,19,51,35.223333865,630,184,18088,109185,2549,2889,22192,13580,6.73644,382.805999865,5735,8704,27359,63803,65,190769,344089,18718,340.846226,44324,68,46.14,5.92,104.77,
2024-2025,Aug,18,MAHARASHTRA,1804,RATNAGIRI,206834,299.773618575456,18,69,24.9989278,3180,63,25643,288036,9831,7563,3590,1154,52.85325,941.3081178,15765,22138,56101,126579,71,255396,473520,28823,863.45594,124578,96,53.37,0.27,103.34,
2024-2025,Aug,18,MAHARASHTRA,1819,NANDED,2149009,301.014319791321,37,184,592.456305898,2496,91,50323,3392381,338760,75919,246402,37981,178.9969,10983.005797778,89942,142581,175488,466714,4634,656563,1486503,52819,10211.55259188,1429035,86,54.6,1.82,110.21,
2024-2025,Aug,18,MAHARASHTRA,1822,BULDHANA,651794,300.320033363331,20,128,394.65507682,4331,21,29463,1047857,72636,32468,24021,7313,43.65852,3585.23808882,51956,73464,118108,286217,232,482319,1005247,33794,3146.924492,363521,93,39.56,0.94,99.87,
2024-2025,Aug,18,MAHARASHTRA,1829,CHANDRAPUR,3049650,245.128114113066,40,669,370.138111019,6666,19,31429,3902901,405510,63236,840624,106048,350.75473,10288.000458019,95738,165779,171436,492381,5870,380626,914144,38095,9567.107617,2087969,79,29.25,19.26,102.06,
2024-2025,Aug,18,MAHARASHTRA,1830,GADCHIROLI,1932217,278.676665794118,34,917,2166.205553992,6284,4,13971,2515237,225475,39042,928239,164866,274.08596,9449.670122412,72153,134069,132605,385063,3107,232453,597256,20255,7009.37860842,1225740,81,33.09,17.23,101.59,
2024-2025,Aug,18,MAHARASHTRA,1832,WASHIM,1602891,299.643446277006,37,492,125.06903992,1658,2,26438,1996659,131856,19328,55380,6948,129.39513,6237.32200792,53898,84647,82224,195265,1939,278721,554424,28096,5982.857838,796571,91,64.67,25.22,99.75,
2024-2025,Aug,18,MAHARASHTRA,1805,SINDHUDURG,193630,298.285994205136,26,75,56.6357499,1315,27,17302,244009,6589,3723,522,301,25.98993,810.470351500009,9226,14766,37636,86626,199,129200,243188,18617,727.84467160001,97017,79,76.83,6.23,100.9,
2024-2025,Aug,18,MAHARASHTRA,1811,SATARA,328667,305.41932098887,32,85,81.364896008,1596,409,15450,507650,15609,10921,899,855,32.05665,1663.882729008,15531,23146,65043,145442,758,405293,763595,17046,1550.461183,200190,88,67.73,0.33,103.54,
2024-2025,Aug,18,MAHARASHTRA,1815,Chatrapati Sambhaji Nagar,6423243,308.113433924802,58,1346,1401.176305038,3157,21,85424,8889455,192958,28303,124167,12309,375.78532,29166.566682738,152226,272370,238289,633554,26079,685871,1458986,88581,27389.6050577,3717957,95,82.8,0.2,109.77,
2024-2025,Aug,18,MAHARASHTRA,1827,NAGPUR,894111,281.790079550832,35,249,327.215911707,2993,37,21220,1327076,158142,32810,163545,30410,121.0924,4187.876827807,37173,52888,102185,234005,1891,280815,540720,24213,3739.5685161,549089,83,62.15,1.16,101.99,
2024-2025,Aug,18,MAHARASHTRA,1828,BHANDARA,3747987,179.883746895694,36,5216,352.436646618,5320,8,20413,4606504,547697,59270,315827,33185,225.6096,8864.398242718,126780,206360,187282,451714,4656,286175,629388,25733,8286.3519961,2910080,80,22.95,20.96,100.91,
2024-2025,Aug,18,MAHARASHTRA,1834,HINGOLI,1375461,308.764374216769,36,85,222.718756,2369,14,23875,1595952,226041,44232,253668,42147,87.87605,5238.3260116,43576,70445,92961,237487,2153,259499,589390,26244,4927.7312056,634017,90,74.73,0.14,102.22,
2024-2025,Aug,18,MAHARASHTRA,1813,SOLAPUR,496222,356.632483449415,30,103,185.927280944,1757,137,21994,771725,27451,14870,6199,2444,70.49548,3008.644793844,25160,39772,79877,183660,964,553439,958941,23751,2752.2220329,264615,97,80.64,0.0,105.19,
2024-2025,Aug,18,MAHARASHTRA,1814,KOLHAPUR,180963,301.402652206904,25,24,18.63019,524,296,11238,311024,31074,17831,427,289,29.22621,985.290985000001,12047,19265,44678,108349,264,355692,628174,11762,937.434585000001,122282,92,48.79,0.07,113.1,
2024-2025,Aug,18,MAHARASHTRA,1816,JALNA,2297799,296.625439151577,37,278,131.3067766,939,45,51283,3256017,81310,19829,14769,3033,136.07148,9925.55298169999,87390,155594,160199,428592,4602,475297,1071694,52222,9658.17472509999,1323509,76,54.05,0.46,100.59,
2024-2025,Aug,18,MAHARASHTRA,1818,BEED,4493149,364.263171672296,35,457,347.50598326,956,88,71170,5121065,87406,15396,9341,1829,78.94088,19080.6006556599,146031,250069,255930,626675,7331,676798,1400810,72126,18654.1537923999,2096320,80,42.93,5.6,312.3,
2024-2025,Aug,18,MAHARASHTRA,1820,Dharashiv,945670,297.284860646853,37,137,53.37524,1724,53,24780,1455726,86852,24465,5508,1137,73.83585,4454.8641005,39138,60052,75606,194882,2211,325384,704779,26504,4327.6530105,547191,81,57.79,0.12,109.38,
2024-2025,Aug,18,MAHARASHTRA,1822,BULDHANA,651794,300.179638656395,19,125,340.53275388,4138,24,29327,1009344,69453,32383,22627,7288,43.65852,3414.03644588,50501,71359,117597,285022,226,481938,1004533,33465,3029.845172,351086,93,39.89,0.97,99.85,
2024-2025,Aug,18,MAHARASHTRA,1831,NANDURBAR,645886,294.359997618476,26,81,189.8969226,4795,22,42484,1108534,28781,10847,866817,281921,125.28307,3578.2606486,41108,59384,141797,341569,547,526682,1074793,47279,3263.080656,458963,79,48.7,1.95,102.22,
2024-2025,Aug,18,MAHARASHTRA,1804,RATNAGIRI,206834,299.588544207636,18,69,20.18367,3142,63,25672,286964,9693,7560,3575,1154,52.85325,932.74819,15731,22088,56091,126557,71,255374,473467,28814,859.71127,124004,96,53.4,0.27,103.36,
2024-2025,Aug,18,MAHARASHTRA,1812,SANGLI,196802,295.532286191292,27,28,107.13462,2282,115,13779,322847,15243,7750,318,207,57.32999,1118.58173,11831,16632,45442,97278,123,314177,551181,16061,954.11712,111323,86,52.48,0.01,100.87,
2024-2025,Aug,18,MAHARASHTRA,1822,BULDHANA,651794,299.91547595163,20,128,340.53275388,4283,21,29468,1041713,72192,32456,23518,7309,43.65852,3508.44977588,51751,73166,118053,286083,231,482228,1005013,33751,3124.258502,361704,93,39.61,0.94,99.87,
2024-2025,Aug,18,MAHARASHTRA,1825,YAVATMAL,2717844,298.595416475678,36,522,85.83207547,5332,8,44137,3953124,188125,37387,427129,71490,182.87779,12072.55693707,109121,159793,211845,478000,4134,675516,1384897,49469,11803.8470716,1601162,92,50.87,25.59,99.86,
2024-2025,Aug,18,MAHARASHTRA,1831,NANDURBAR,645886,291.381770748495,27,84,189.8969226,4945,20,42596,1148023,29882,10857,898173,282334,126.76807,3661.7947386,41969,60641,142038,342122,651,526979,1075240,47541,3345.129746,475157,79,48.95,1.93,102.25,
2024-2025,July,18,MAHARASHTRA,1802,THANE,191772,281.514232438764,27,28,13.7641,1506,32,10911,232216,6883,3281,65821,31549,5.4996,672.98479,8426,14077,27686,90039,237,135958,323872,12417,653.72109,96907,94,53.28,1.92,99.87,
2024-2025,July,18,MAHARASHTRA,1811,SATARA,315403,300.883707457098,29,68,52.41181,1443,528,14790,400625,12291,10838,683,841,31.69965,1289.526813,13489,20005,64053,143038,457,403476,760203,16233,1205.415353,158065,87,66.04,0.35,101.87,
2024-2025,July,18,MAHARASHTRA,1817,PARBHANI,1824861,318.630038450664,34,217,405.770697492,492,53,38653,2596054,86778,20548,16544,2843,175.50916,8853.087715892,75037,118311,141753,318869,3044,413980,800987,39145,8271.8078584,1001446,90,62.0,0.11,105.5,
2024-2025,July,18,MAHARASHTRA,1818,BEED,4312433,370.02579523603,32,444,314.25851326,539,102,69716,4496797,75865,15222,7976,1779,78.94088,17032.5082526599,139266,238074,253436,620561,5030,675448,1397621,70255,16639.3088593999,1840806,80,45.2,5.17,315.98,
2024-2025,July,18,MAHARASHTRA,1819,NANDED,2054681,291.081763283771,35,162,126.8096212,582,133,50026,2913894,277340,74817,211373,37337,178.0129,8786.63655662001,82766,131389,172851,460012,3260,654988,1483482,50608,8481.81403542001,1228228,86,61.75,1.73,106.04,
2024-2025,July,18,MAHARASHTRA,1821,LATUR,2454238,291.067481839806,43,183,31.12388,1950,29,34365,3055997,247492,54764,30163,4114,139.13347,9065.270863,70632,112617,128309,321810,5792,390269,829534,36315,8895.013513,1194709,88,65.27,0.02,98.96,
2024-2025,July,18,MAHARASHTRA,1833,GONDIA,3368062,201.193519903608,34,308,1274.799659133,3438,16,36029,4894188,406736,52129,812435,90115,195.48534,11317.074107033,141435,218122,235001,607259,3614,351684,835043,39467,9846.7891079,3348507,79,20.59,19.38,100.69,
2024-2025,July,18,MAHARASHTRA,1807,DHULE,432605,292.635169051003,36,84,24.11562,1920,23,28165,1269676,44468,15929,201842,68329,103.30722,3842.94134900001,34933,55199,91126,254799,2286,439531,927338,30085,3715.51850900001,473731,88,74.24,0.23,100.21,
2024-2025,July,18,MAHARASHTRA,1818,BEED,2476500,370.531229081277,32,446,314.25851326,541,101,69735,4505414,76453,15223,7976,1779,78.94088,17087.1652626599,139340,238165,253486,620695,5062,675512,1397764,70276,16693.9658693999,1843965,80,44.75,5.13,317.28,
2024-2025,July,18,MAHARASHTRA,1819,NANDED,1293793,293.443352716373,35,162,126.8096212,584,131,50157,2947147,281996,74860,213559,37366,178.0129,8953.02948748001,83214,132066,173021,460458,3331,655057,1483604,50741,8648.20696628001,1242301,86,61.61,1.88,106.38,
2024-2025,July,18,MAHARASHTRA,1823,AKOLA,316821,279.936773435533,24,1544,32.1342766,1695,11,25465,901761,133563,34352,46522,9798,64.97134,2621.4662641,36731,52264,84321,193718,998,287397,556584,27160,2524.3606475,322363,91,38.38,6.57,104.52,
2024-2025,July,18,MAHARASHTRA,1824,AMRAVATI,2832739,257.917858209847,52,900,91.59595,3892,14,44020,4260310,365477,52512,1571848,137187,197.087,11276.7832550999,80939,154000,185571,520641,11027,468974,1053584,47912,10988.1003050999,1835301,78,40.73,25.55,118.84,
2024-2025,July,18,MAHARASHTRA,1828,BHANDARA,1038328,170.283281086908,35,5056,120.16488,2532,11,20678,4277677,520672,59136,292064,33088,118.3161,7522.6497299,122093,197515,186527,450160,3828,285637,628456,23210,7284.1687499,2750736,78,23.45,24.48,99.99,
2024-2025,July,18,MAHARASHTRA,1829,CHANDRAPUR,1282935,234.307000729087,39,634,69.840815,3209,31,32578,3537303,367141,63077,758387,105473,348.69651,8706.685891,90659,156712,170257,489789,4803,379950,913264,35787,8288.148566,1930029,78,29.53,23.47,99.85,
2024-2025,July,18,MAHARASHTRA,1831,NANDURBAR,606596,288.707904793455,24,63,39.4164,2433,31,43937,890485,21307,10738,703370,279724,125.28307,2735.600056,36254,52452,140524,338639,301,525845,1073335,46370,2570.900586,371403,78,51.57,2.28,102.29,
2024-2025,July,18,MAHARASHTRA,1833,GONDIA,1801532,201.077307551909,34,308,1284.728439133,3455,16,36200,4936500,409066,52132,816784,90124,195.48534,11406.395066433,141753,218808,235052,607386,3755,351712,835105,39655,9926.1812873,3374785,79,20.71,19.38,100.69,
2024-2025,July,18,MAHARASHTRA,1834,HINGOLI,833908,298.098789943973,36,83,51.4503826,2061,21,23504,1524260,212063,44247,239608,41919,41.08041,4636.3314082,41886,67823,92592,237716,1929,259059,589890,25565,4543.8006156,605262,90,76.94,0.14,99.7,
2024-2025,July,18,MAHARASHTRA,1805,SINDHUDURG,118015,295.167226159319,26,67,13.4653392,1128,42,17331,221963,5890,3719,496,301,25.4672,694.094569400009,8462,13531,37463,86279,179,128918,242704,18459,655.162030200009,88603,79,77.54,6.84,99.95,
2024-2025,July,18,MAHARASHTRA,1808,JALGAON,693106,295.776960161444,25,88,81.53393,2247,129,37570,976190,45633,30419,67505,35343,98.00463,3066.8836674,37972,56615,132168,325638,958,665278,1256855,39817,2887.3451074,367455,92,53.89,1.5,100.16,
2024-2025,July,18,MAHARASHTRA,1822,BULDHANA,624636,301.79993211029,18,109,21.75348,2970,36,29011,842543,57435,31989,17790,7210,43.65852,2608.206202,44981,63406,115192,279337,177,480598,1001830,31981,2542.794202,292628,93,41.34,1.16,99.84,
2024-2025,July,18,MAHARASHTRA,1825,YAVATMAL,1277527,296.08846949448,34,491,66.58914547,3844,10,42776,3508906,161978,37518,372679,71794,129.4893,10585.54451687,101857,149103,208940,478286,2925,673570,1388727,46620,10389.4660714,1424460,91,52.97,25.94,99.84,
2024-2025,July,18,MAHARASHTRA,1829,CHANDRAPUR,2897976,233.578765066391,38,630,69.840815,3122,34,32453,3502083,364254,63058,750651,105401,348.69651,8598.659548,90115,155798,170137,489515,4693,379883,913112,35575,8180.122223,1914065,78,29.39,23.86,99.85,
2024-2025,July,18,MAHARASHTRA,1832,WASHIM,384633,299.613403725636,36,467,67.9049099200001,899,7,26145,1877478,121520,19039,51443,6826,81.04987,5774.13051992,51073,80404,80970,192571,1752,277722,552824,27044,5625.17574,750393,91,65.62,25.99,99.73,
2024-2025,July,18,MAHARASHTRA,1834,HINGOLI,833908,298.345370715888,36,82,51.4503826,1969,21,23541,1518926,210926,44258,238172,41863,41.08041,4624.1761982,41743,67594,92574,237729,1922,259021,589924,25510,4531.6454056,603100,90,76.9,0.12,99.69,
2024-2025,May,18,MAHARASHTRA,1802,THANE,77451,288.747568062326,14,11,1.50941,268,142,10732,46979,1159,3027,15285,30369,5.4996,142.65973,3284,5414,25808,83738,3,135595,322208,11000,135.65072,19404,93,57.24,2.77,99.61,
2024-2025,May,18,MAHARASHTRA,1804,RATNAGIRI,131712,299.022286865071,10,22,1.45037,1557,374,25071,44690,1568,7361,244,1071,25.37627,160.4597,4223,5859,52747,119764,0,253864,471106,26628,133.63306,19116,96,65.1,0.1,99.36,
2024-2025,May,18,MAHARASHTRA,1809,AHMEDNAGAR,561704,447.312793821213,13,25,41.46604,905,530,37846,139898,8370,30368,5210,23213,93.98697,761.2346623,10283,16077,138131,398459,1,765216,1893270,38751,625.7816523,56696,90,68.05,0.2,101.31,
2024-2025,May,18,MAHARASHTRA,1813,SOLAPUR,227082,360.413492303282,15,28,0.61364,962,457,19721,129081,4931,14007,1369,2291,69.34211,535.18109,8369,13015,71660,166168,1,547589,947047,20683,465.22534,43816,96,81.54,0.0,100.43,
2024-2025,May,18,MAHARASHTRA,1822,BULDHANA,290928,323.117089906523,10,25,2.90747,323,364,24134,129123,9054,30157,3033,6707,43.65852,463.78447,12496,17609,102362,248805,0,478119,995857,24457,417.21848,45045,92,47.31,0.86,99.76,
2024-2025,May,18,MAHARASHTRA,1830,GADCHIROLI,772774,275.420747368138,14,389,7.459438022,696,55,13113,483403,39344,38293,194875,162969,79.25409,1418.105683422,32276,56906,129092,377490,13,231601,597999,13809,1331.3921554,231908,77,47.69,19.5,99.43,
2024-2025,May,18,MAHARASHTRA,1834,HINGOLI,625432,324.547130609261,14,47,33.4457926,290,155,22912,310491,46161,43037,52009,40449,41.08041,1082.2158339,21318,34285,88914,229917,9,257865,588597,23202,1007.6896313,124798,89,81.84,0.1,99.97,
2024-2025,May,18,MAHARASHTRA,1812,SANGLI,137666,291.582416477711,17,7,72.96269,598,358,14276,89527,4357,7418,20,191,29.09709,363.10477,5015,6861,42608,91287,3,311892,546927,14874,261.04499,30130,86,55.81,0.0,98.35,
2024-2025,May,18,MAHARASHTRA,1818,BEED,1857375,313.963934661443,21,328,285.76260326,122,187,66970,2233750,35373,14853,3444,1722,78.91088,7377.84287375999,105378,181554,246392,602388,741,671158,1388223,67092,7013.16939049999,918346,79,47.12,6.5,207.85,
2024-2025,May,18,MAHARASHTRA,1821,LATUR,1034508,297.94325139671,25,110,19.08782,964,71,31017,1260283,100381,53432,12774,3944,138.80047,3912.816437,49518,78975,121086,305827,495,386725,823033,31981,3754.928147,495179,87,63.9,0.0,99.62,
2024-2025,May,18,MAHARASHTRA,1822,BULDHANA,290928,310.029011816611,12,64,11.24645,420,202,26247,284684,19399,30605,6796,6923,43.65852,937.507962,22900,31966,106073,257726,0,478799,997695,26667,882.602992,97636,92,44.87,1.12,99.68,
2024-2025,May,18,MAHARASHTRA,1825,YAVATMAL,958146,299.890861090691,19,237,46.72236547,1533,198,36315,1154919,52419,36122,121336,67706,112.54859,3622.76748947,59547,86281,193145,444432,68,670997,1385126,37848,3463.496534,467893,90,57.15,24.22,99.74,
2024-2025,May,18,MAHARASHTRA,1833,GONDIA,1351150,213.34682072351,14,198,1242.456199133,1144,22,32227,1367915,108733,51513,207843,89347,188.39692,4349.256281833,91674,131845,231875,600040,21,350717,832980,33371,2918.4031627,912228,79,24.12,16.67,99.88,
2024-2025,May,18,MAHARASHTRA,1802,THANE,77451,291.629968544467,19,19,9.70744,535,73,10997,111904,3295,3167,35764,30887,5.4996,341.55264,5674,9390,26519,86218,38,135665,322645,11532,326.3456,46438,93,55.71,2.15,99.68,
2024-2025,May,18,MAHARASHTRA,1823,AKOLA,237617,276.188461449847,15,777,27.2837366,380,65,21974,338546,54734,32393,19347,9018,54.05883,1016.3675553,21178,29814,78724,181140,69,286212,554159,22354,935.0249887,120530,89,30.78,5.56,99.93,
2024-2025,May,18,MAHARASHTRA,1824,AMRAVATI,2124554,286.835797899243,31,633,56.00013,1192,39,40585,1737945,154831,51281,624464,135792,177.07001,5218.1185478,55897,105796,180153,505920,1410,467733,1048990,41777,4985.0484078,743151,76,45.93,26.76,114.3,
2024-2025,May,18,MAHARASHTRA,1831,NANDURBAR,454947,289.088042602811,17,36,18.68297,304,177,44338,332748,7738,10572,262829,273990,114.15034,1094.76799,18523,26766,137481,331289,27,524871,1071696,44642,961.93468,139857,78,66.14,1.25,103.13,
2024-2025,May,18,MAHARASHTRA,1832,WASHIM,288476,300.999469069395,25,302,59.5619999200001,46,44,22542,844762,54589,17795,22450,6144,75.78212,2678.07325482,33151,52477,71937,172399,245,275163,547870,22588,2542.7291349,338048,89,66.94,25.35,99.75,
2024-2025,May,18,MAHARASHTRA,1808,JALGAON,519829,306.421023692663,16,50,63.54515,792,323,34328,327823,16008,29593,24655,34154,68.86798,1136.9317225,20457,30451,125421,310206,69,662624,1251202,35120,1004.5185925,123930,91,46.15,1.52,99.42,
2024-2025,May,18,MAHARASHTRA,1811,SATARA,205269,322.085163766152,18,35,39.10849,825,778,14309,149054,5165,10686,299,822,17.33407,536.52338,8027,11774,61873,138031,21,401844,756925,15134,480.08082,58792,87,71.67,0.53,99.43,
2024-2025,May,18,MAHARASHTRA,1820,Dharashiv,427034,296.351050083957,23,64,31.07112,190,147,23997,482390,26099,24096,1648,1019,13.3397,1473.9786505,20722,31288,69633,183392,126,322845,702913,24187,1429.5678305,179267,82,70.33,0.05,99.98,
2024-2025,May,18,MAHARASHTRA,1824,AMRAVATI,2124554,296.106231863829,27,538,42.61405,863,50,40031,1375566,126558,51130,485506,135507,177.07001,4292.8207094,49368,92636,179206,503269,767,467563,1048161,40894,4073.1366494,583942,76,49.99,25.71,113.63,
2024-2025,May,18,MAHARASHTRA,1829,CHANDRAPUR,962201,241.285450204987,21,365,38.653565,1100,81,29314,1290812,141030,62262,281220,103447,167.57289,3320.7680005,61268,102651,166178,479535,143,378949,910564,30414,3114.5415455,690160,75,26.83,21.28,99.63,
